0|0.05987103|0.06227508
100|0.00731346|0.01365252
200|0.00708765|0.01331374
300|0.00679721|0.01286882
400|0.00640359|0.01225
500|0.00587786|0.01139594
600|0.00522207|0.01028398
700|0.0044878|0.00896628
800|0.00377442|0.00758186
900|0.00320052|0.00632305
1000|0.00284898|0.00535245
1100|0.00271406|0.00469384
1200|0.00273436|0.00432888
1300|0.00281787|0.00414366
1400|0.00290923|0.00405236
1500|0.00298614|0.00400624
1600|0.00304388|0.00398111
1700|0.00308456|0.00396569
1800|0.00311199|0.00395483
1900|0.00312974|0.00394617
2000|0.00314068|0.00393866
2100|0.0031469|0.00393178
2200|0.0031499|0.0039253
2300|0.00315073|0.00391911
2400|0.00315009|0.00391314
2500|0.00314848|0.00390736
2600|0.00314623|0.00390174
2700|0.00314356|0.00389627
2800|0.00314063|0.00389095
2900|0.00313752|0.00388575
3000|0.00313431|0.00388068
3100|0.00313103|0.00387572
3200|0.00312773|0.00387086
3300|0.00312442|0.00386611
3400|0.0031211|0.00386144
3500|0.00311778|0.00385686
3600|0.00311447|0.00385236
3700|0.00311117|0.00384793
3800|0.00310788|0.00384357
3900|0.0031046|0.00383927
4000|0.00310132|0.00383502
4100|0.00309805|0.00383083
4200|0.00309478|0.00382667
4300|0.00309151|0.00382256
4400|0.00308824|0.00381848
4500|0.00308497|0.00381443
4600|0.00308169|0.0038104
4700|0.0030784|0.00380639
4800|0.0030751|0.00380239
