0|0.09165236|0.11016274
100|0.00287885|0.00387084
200|0.00317026|0.00281463
300|0.0029528|0.00173743
400|0.00254581|0.00141099
500|0.00231015|0.00124773
600|0.00216502|0.00113704
700|0.00207511|0.00105856
800|0.00201378|9.9852E-4
900|0.00196599|9.5226E-4
1000|0.00192451|9.1717E-4
1100|0.00188671|8.904E-4
1200|0.00185226|8.6958E-4
1300|0.00182141|8.5302E-4
1400|0.00179418|8.3956E-4
1500|0.00177035|8.2837E-4
1600|0.00174954|8.1885E-4
1700|0.00173129|8.1055E-4
1800|0.00171518|8.0326E-4
1900|0.0017009|7.9712E-4
2000|0.00168853|7.9282E-4
2100|0.00167901|7.9172E-4
2200|0.0016743|7.9516E-4
2300|0.00167622|8.0268E-4
2400|0.00168434|8.1085E-4
2500|0.00169555|8.153E-4
2600|0.00170624|8.144E-4
2700|0.00171451|8.097E-4
2800|0.00172031|8.0358E-4
2900|0.00172433|7.9769E-4
3000|0.00172717|7.9276E-4
3100|0.00172915|7.8895E-4
3200|0.00173047|7.8612E-4
3300|0.00173127|7.8406E-4
3400|0.00173167|7.8255E-4
3500|0.00173178|7.8142E-4
3600|0.00173168|7.8056E-4
3700|0.00173143|7.7988E-4
3800|0.00173107|7.7932E-4
3900|0.00173064|7.7885E-4
4000|0.00173016|7.7843E-4
4100|0.00172965|7.7805E-4
4200|0.00172912|7.7771E-4
4300|0.00172858|7.7738E-4
4400|0.00172803|7.7708E-4
