0.1226935|0.374550129|0.230352236|0.582539683|0.203546099|0.300174672|0.13084883
0.147555736|0.285089974|0.303647265|0.56984127|0.274468085|0.346637555|0.248049481
0.111636946|0.42596401|0.192280789|0.722222222|0.454609929|0.463668122|0.148483031
0.103371367|0.357069409|0.131726205|0.455555556|0.288652482|0.322532751|0.116795732
0.1067209|0.505141388|0.1660005|0.43015873|0.336879433|0.367947598|0.105491629
0.114189578|0.288174807|0.160804397|0.811111111|0.646099291|0.9|0.266812092
0.215195939|0.416709512|0.475118661|0.404761905|0.275886525|0.193973799|0.174975009
0.243918963|0.487660668|0.601174119|0.519047619|0.233333333|0.225065502|0.202083679
0.107164836|0.222365039|0.14941294|0.607936508|0.278723404|0.299475983|0.126818273
0.168471673|0.250128535|0.332475643|0.607936508|0.346808511|0.333362445|0.309882569
0.160042347|0.267609254|0.244541594|0.849206349|0.382269504|0.567423581|0.410529712
0.113816599|0.787917738|0.260729453|0.23968254|0.189361702|0.162183406|0.102791714
0.204257647|0.360154242|0.39802648|0.480952381|0.343971631|0.343842795|0.273681627
0.13635363|0.414652956|0.236247814|0.252380952|0.158156028|0.156244541|0.109550817
0.136677485|0.29125964|0.303697227|0.595238095|0.376595745|0.410218341|0.207638472
0.175097964|0.198714653|0.38063952|0.557142857|0.217730496|0.274672489|0.188789515
0.101693871|0.246015424|0.142518111|0.1|0.185106383|0.111528384|0.102035502
0.135691364|0.474293059|0.241443917|0.379365079|0.341134752|0.350829694|0.15056625
0.156354403|0.625449871|0.318735948|0.214285714|0.138297872|0.121659389|0.1069068
0.138274926|0.256298201|0.285860605|0.56984127|0.263120567|0.331965066|0.167783716
0.109244422|0.392030848|0.184136897|0.265079365|0.284397163|0.204454148|0.114542546
0.17779251|0.436246787|0.3225331|0.531746032|0.203546099|0.281310044|0.218992565
0.128382795|0.505141388|0.329777667|0.633333333|0.19787234|0.233449782|0.128093472
0.123262975|0.409511568|0.281164127|0.696825397|0.470212766|0.517467249|0.163380051
0.107814366|0.327249357|0.170047464|0.722222222|0.711347518|0.793100437|0.129905384
0.19108148|0.431105398|0.374793905|0.265079365|0.275886525|0.189432314|0.206618676
0.108149137|0.775578406|0.179340495|0.214285714|0.138297872|0.130393013|0.100347203
0.103118469|0.359125964|0.136072945|0.722222222|0.559574468|0.567772926|0.106445074
0.185010109|0.295372751|0.382588059|0.684126984|0.395035461|0.423842795|0.405247569
0.11846883|0.356041131|0.212615538|0.595238095|0.460283688|0.530393013|0.130961989
0.111367673|0.76529563|0.180589558|0.188888889|0.210638298|0.147860262|0.101886895
0.125677332|0.357069409|0.225256058|0.658730159|0.407801418|0.473449782|0.22041319
0.142623316|0.450642674|0.319785161|0.138095238|0.132624113|0.10279476|0.110552435
