0|0.01206364|0.02276758
100|0.00223656|0.00373164
200|0.00602981|0.00466238
300|0.00405427|0.00303063
400|0.00317779|0.00251913
500|0.00295701|0.00237415
600|0.00287893|0.00226377
700|0.002801|0.00216489
800|0.00282266|0.00213452
900|0.00276209|0.00207954
1000|0.00269012|0.00203219
1100|0.00267326|0.0020111
1200|0.0026708|0.00199613
1300|0.00269012|0.00199551
1400|0.00268823|0.00198466
1500|0.00266849|0.00197008
1600|0.0026592|0.00196219
1700|0.00265433|0.00195431
1800|0.00265666|0.00195264
1900|0.00266752|0.0019523
2000|0.00265936|0.0019433
2100|0.00265107|0.00193822
2200|0.00264966|0.00193581
2300|0.00264258|0.00193105
2400|0.00264328|0.00192982
2500|0.00264649|0.00192734
2600|0.00264009|0.00192146
2700|0.00263714|0.00191932
2800|0.00263544|0.00191791
2900|0.00262907|0.00191454
3000|0.00262698|0.0019124
3100|0.00262629|0.0019096
3200|0.00262206|0.00190594
3300|0.00262033|0.00190461
3400|0.00261833|0.00190351
3500|0.0026134|0.00190103
3600|0.0026104|0.00189879
3700|0.00260845|0.00189639
3800|0.0026056|0.00189401
3900|0.00260412|0.00189296
4000|0.00260224|0.001892
4100|0.00259868|0.00189018
4200|0.00259585|0.00188825
4300|0.00259376|0.00188635
4400|0.00259168|0.00188469
4500|0.00259029|0.00188376
4600|0.00258862|0.00188288
4700|0.00258609|0.00188151
4800|0.00258379|0.00187998
4900|0.00258194|0.00187851
5000|0.00258029|0.00187727
5100|0.002579|0.00187642
5200|0.00257757|0.0018756
5300|0.00257573|0.00187454
5400|0.00257396|0.00187336
5500|0.00257244|0.00187222
5600|0.0025711|0.00187126
5700|0.00256994|0.0018705
5800|0.00256874|0.00186977
5900|0.00256737|0.00186892
6000|0.00256602|0.00186802
6100|0.00256481|0.00186715
6200|0.00256372|0.00186639
6300|0.00256272|0.00186573
6400|0.00256173|0.0018651
6500|0.00256069|0.00186443
6600|0.00255966|0.00186374
6700|0.00255871|0.00186308
6800|0.00255783|0.00186248
6900|0.00255701|0.00186194
7000|0.00255621|0.00186142
7100|0.00255541|0.0018609
7200|0.00255463|0.00186037
7300|0.00255389|0.00185987
7400|0.0025532|0.00185941
